Date,Open,High,Low,Close,Adj Close,Volume
2019-11-29,66.650002,67.000000,66.474998,66.812500,65.930679,46617600
2019-12-02,66.817497,67.062500,65.862503,66.040001,65.168365,94487200
2019-12-03,64.577499,64.882500,64.072502,64.862503,64.006416,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.571350,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.518684,74424400
2019-12-06,66.870003,67.750000,66.824997,67.677498,66.784256,106075600
2019-12-09,67.500000,67.699997,66.227501,66.730003,65.849258,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,66.234116,90420400
2019-12-11,67.202499,67.775002,67.125000,67.692497,66.799057,78756800
2019-12-12,66.945000,68.139999,66.830002,67.864998,66.969284,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.879601,133587600
2019-12-16,69.250000,70.197502,69.245003,69.964996,69.041565,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,69.177254,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,69.011955,116028400
2019-12-19,69.875000,70.294998,69.737503,70.004997,69.081032,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.937943,275978000
2019-12-23,70.132500,71.062500,70.092499,71.000000,70.062904,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,70.129509,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.520912,93121200
2019-12-27,72.779999,73.492500,72.029999,72.449997,71.493759,146266000
2019-12-30,72.364998,73.172501,71.305000,72.879997,71.918083,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,72.443558,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,74.096458,135480400
2020-01-03,74.287498,75.144997,74.125000,74.357498,73.376083,146322800
2020-01-06,73.447502,74.989998,73.187500,74.949997,73.960762,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,73.612923,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,74.797081,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,76.385834,170108400
2020-01-10,77.650002,78.167503,77.062500,77.582497,76.558517,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,78.194145,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,77.138268,161954400
2020-01-15,77.962502,78.875000,77.387497,77.834999,76.807686,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,77.769821,108829200
2020-01-17,79.067497,79.684998,78.750000,79.682503,78.630806,137816400
2020-01-21,79.297501,79.754997,79.000000,79.142502,78.097946,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,78.376709,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,78.754166,104472000
2020-01-24,80.062500,80.832497,79.379997,79.577499,78.527191,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,76.218071,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.374245,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,80.014793,216229200
2020-01-30,80.135002,81.022499,79.687500,80.967499,79.898849,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.356232,199588400
2020-02-03,76.074997,78.372498,75.555000,77.165001,76.146538,173788400
2020-02-04,78.827499,79.910004,78.407501,79.712502,78.660400,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.301842,118826800
2020-02-06,80.642502,81.305000,80.065002,81.302498,80.229416,105425600
2020-02-07,80.592499,80.849998,79.500000,80.007500,79.138893,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,79.514763,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,79.035019,94323200
2020-02-12,80.367500,81.805000,80.367500,81.800003,80.911934,113730400
2020-02-13,81.047501,81.555000,80.837502,81.217499,80.335747,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.355545,80113600
2020-02-18,78.839996,79.937500,78.652496,79.750000,78.884186,152531200
2020-02-19,80.000000,81.142502,80.000000,80.904999,80.026649,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.205650,100566000
2020-02-21,79.654999,80.112503,77.625000,78.262497,77.412842,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.735695,222195200
2020-02-25,75.237503,75.632500,71.532501,72.019997,71.238113,230673600
2020-02-26,71.632500,74.470001,71.625000,73.162498,72.368202,198054800
2020-02-27,70.275002,71.500000,68.239998,68.379997,67.637619,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.598061,426510000
2020-03-02,70.570000,75.360001,69.430000,74.702499,73.891487,341397200
2020-03-03,75.917503,76.000000,71.449997,72.330002,71.544746,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.863319,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.434975,187572800
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.473030,226176800
2020-03-09,65.937500,69.522499,65.750000,66.542503,65.820076,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.560555,285290000
2020-03-11,69.347504,70.305000,67.964996,68.857498,68.109947,255598800
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.383770,418474000
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.738045,370732000
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.895107,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.528702,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.998001,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.530632,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.687817,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.483524,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,61.049934,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.713627,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.908558,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.262604,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,63.010910,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.882317,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.573643,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.567722,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.697281,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.905113,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,64.153366,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.795357,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.270142,161834800
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.570862,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.983406,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.335518,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.894379,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.932434,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.480873,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.364098,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.275612,116862400
2020-04-23,68.967499,70.437500,68.717499,68.757500,68.011017,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,69.974480,126161200
2020-04-27,70.449997,71.135002,69.987503,70.792503,70.023933,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.888901,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.151566,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.652588,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.482918,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.494316,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.582375,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.341545,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,75.110611,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,76.898369,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.108383,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.215752,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.283440,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,76.752075,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.298302,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,78.095978,135178400
2020-05-19,78.757500,79.629997,78.252502,78.285004,77.644714,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.154755,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.564621,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.070450,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.534866,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.877045,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,78.911758,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,78.834900,153532400
2020-06-01,79.437500,80.587502,79.302498,80.462502,79.804398,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.173843,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.615211,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,79.920937,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.197174,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,82.683151,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.294128,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.488525,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.288162,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,84.007248,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,85.046165,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.300087,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.178589,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.213303,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,86.714912,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,88.983704,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,90.883034,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.278770,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.464005,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.684418,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,89.705254,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.454071,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.282982,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.282982,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,92.698074,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.410446,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,94.562691,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,94.969345,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.135468,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,94.696594,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.263672,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,96.925705,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,95.733047,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.539642,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,97.553032,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,96.206635,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.476906,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.085625,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,91.857491,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.034546,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,92.489799,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.262665,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,95.403267,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.390900,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,108.046501,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,108.768051,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.162300,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,112.970886,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.402412,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,112.007095,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,108.676010,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,112.287788,165598000
2020-08-13,114.430000,116.042503,113.927498,115.010002,114.275002,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.173164,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,113.875069,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,114.823975,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,114.968040,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,117.519135,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,123.575188,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,125.053177,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,124.027275,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,125.713936,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,124.211098,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.009895,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,128.215332,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,133.322495,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,130.560257,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,120.107483,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.186981,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,112.099007,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,116.570236,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,112.764725,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,111.284241,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,114.622765,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,114.801620,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,111.413406,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.634842,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.157211,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.376511,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,111.095451,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.435432,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,107.528397,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,111.562447,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,114.225319,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.360878,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,115.069885,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,116.043640,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.297729,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,115.755478,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.436829,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.344566,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,114.235252,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,116.222481,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,123.604996,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.326080,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.415512,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,119.938568,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.259369,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.238808,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,116.759026,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,116.123123,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,115.010277,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.304817,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.314743,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,115.854843,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,110.489342,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,114.583023,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.164314,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,108.074875,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,109.734207,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.215385,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.269310,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,118.134949,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,115.776024,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.427673,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,118.931206,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,118.652512,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,118.702286,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,119.737419,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,118.831673,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,117.478035,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,118.085182,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,116.791260,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.317581,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.631401,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,115.487381,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,116.044754,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.493263,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,122.146103,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.504417,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.365074,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,121.678299,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,123.171288,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.798332,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,121.210487,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,122.663666,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,121.837555,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.210487,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.281967,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.212296,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,128.098129,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,126.067680,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.630325,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.263260,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.347565,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.352844,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,136.050781,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.239288,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,133.094650,96452100
2020-12-31,134.080002,134.740005,131.720001,132.690002,132.069473,99116600
2021-01-04,133.520004,133.610001,126.760002,129.410004,128.804825,143301900
2021-01-05,128.889999,131.740005,128.429993,131.009995,130.397324,97664900
2021-01-06,127.720001,131.050003,126.379997,126.599998,126.007957,155088000
2021-01-07,128.360001,131.630005,127.860001,130.919998,130.307739,109578200
2021-01-08,132.429993,132.630005,130.229996,132.050003,131.432465,105158200
2021-01-11,129.190002,130.169998,128.500000,128.979996,128.376816,100384500
2021-01-12,128.500000,129.690002,126.860001,128.800003,128.197662,91951100
2021-01-13,128.759995,131.449997,128.490005,130.889999,130.277893,88636800
2021-01-14,130.800003,131.000000,128.759995,128.910004,128.307159,90221800
2021-01-15,128.779999,130.220001,127.000000,127.139999,126.545433,111598500
2021-01-19,127.779999,128.710007,126.940002,127.830002,127.232208,90757300
2021-01-20,128.660004,132.490005,128.550003,132.029999,131.412552,104319500
2021-01-21,133.800003,139.669998,133.589996,136.869995,136.229919,120150900
2021-01-22,136.279999,139.850006,135.020004,139.070007,138.419647,114459400
2021-01-25,143.070007,145.089996,136.539993,142.919998,142.251648,157611700
2021-01-26,143.600006,144.300003,141.369995,143.160004,142.490509,98390600
2021-01-27,143.429993,144.300003,140.410004,142.059998,141.395660,140843800
2021-01-28,139.520004,141.990005,136.699997,137.089996,136.448898,142621100
2021-01-29,135.830002,136.740005,130.210007,131.960007,131.342896,177523800
2021-02-01,133.750000,135.380005,130.929993,134.139999,133.512695,106239800
2021-02-02,135.729996,136.309998,134.610001,134.990005,134.358734,83305400
2021-02-03,135.759995,135.770004,133.610001,133.940002,133.313644,89880900
2021-02-04,136.300003,137.399994,134.589996,137.389999,136.747498,84183100
2021-02-05,137.350006,137.419998,135.860001,136.759995,136.323853,75693800
2021-02-08,136.029999,136.960007,134.919998,136.910004,136.473373,71297200
2021-02-09,136.619995,137.880005,135.850006,136.009995,135.576233,76774200
2021-02-10,136.479996,136.990005,134.399994,135.389999,134.958221,73046600
2021-02-11,135.899994,136.389999,133.770004,135.130005,134.699051,64280000
2021-02-12,134.350006,135.529999,133.690002,135.369995,134.938278,60145100
2021-02-16,135.490005,136.009995,132.789993,133.190002,132.765244,80576300
2021-02-17,131.250000,132.220001,129.470001,130.839996,130.422729,97918500
2021-02-18,129.199997,130.000000,127.410004,129.710007,129.296341,96856700
2021-02-19,130.240005,130.710007,128.800003,129.869995,129.455811,87668800
2021-02-22,128.009995,129.720001,125.599998,126.000000,125.598160,103916400
2021-02-23,123.760002,126.709999,118.389999,125.860001,125.458611,158273000
2021-02-24,124.940002,125.559998,122.230003,125.349998,124.950241,111039900
2021-02-25,124.680000,126.459999,120.540001,120.989998,120.604141,148199500
2021-02-26,122.589996,124.849998,121.199997,121.260002,120.873283,164560400
2021-03-01,123.750000,127.930000,122.790001,127.790001,127.382454,116307900
2021-03-02,128.410004,128.720001,125.010002,125.120003,124.720978,102260900
2021-03-03,124.809998,125.709999,121.839996,122.059998,121.670731,112966300
2021-03-04,121.750000,123.599998,118.620003,120.129997,119.746880,178155000
2021-03-05,120.980003,121.940002,117.570000,121.419998,121.032768,153766600
2021-03-08,120.930000,121.000000,116.209999,116.360001,115.988907,154376600
2021-03-09,119.029999,122.059998,118.790001,121.089996,120.703819,129525800
2021-03-10,121.690002,122.169998,119.449997,119.980003,119.597366,111943300
2021-03-11,122.540001,123.209999,121.260002,121.959999,121.571045,103026500
2021-03-12,120.400002,121.169998,119.160004,121.029999,120.644012,88105100
2021-03-15,121.410004,124.000000,120.419998,123.989998,123.594566,92403800
2021-03-16,125.699997,127.220001,124.720001,125.570000,125.169533,115227900
2021-03-17,124.050003,125.860001,122.339996,124.760002,124.362122,111932600
2021-03-18,122.879997,123.180000,120.320000,120.529999,120.145607,121229700
2021-03-19,119.900002,121.430000,119.680000,119.989998,119.607330,185549500
2021-03-22,120.330002,123.870003,120.260002,123.389999,122.996490,111912300
2021-03-23,123.330002,124.239998,122.139999,122.540001,122.149200,95467100
2021-03-24,122.820000,122.900002,120.070000,120.089996,119.707008,88530500
2021-03-25,119.540001,121.660004,119.000000,120.589996,120.205414,98844700
2021-03-26,120.349998,121.480003,118.919998,121.209999,120.823433,94071200
2021-03-29,121.650002,122.580002,120.730003,121.389999,121.002861,80819200
2021-03-30,120.110001,120.400002,118.860001,119.900002,119.517616,85671900
2021-03-31,121.650002,123.519997,121.150002,122.150002,121.760445,118323800
2021-04-01,123.660004,124.180000,122.489998,123.000000,122.607727,75089100
2021-04-05,123.870003,126.160004,123.070000,125.900002,125.498489,88651200
2021-04-06,126.500000,127.129997,125.650002,126.209999,125.807495,80171300
2021-04-07,125.830002,127.919998,125.139999,127.900002,127.492111,83466700
2021-04-08,128.949997,130.389999,128.520004,130.360001,129.944260,88844600
2021-04-09,129.800003,133.039993,129.470001,133.000000,132.575836,106686700
2021-04-12,132.520004,132.850006,130.630005,131.240005,130.821457,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,134.001266,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,131.608932,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,134.071060,89347100
2021-04-16,134.300003,134.669998,133.279999,134.160004,133.732147,84922400
2021-04-19,133.509995,135.470001,133.339996,134.839996,134.409973,94264200
2021-04-20,135.020004,135.529999,131.809998,133.110001,132.685501,94812300
2021-04-21,132.360001,133.750000,131.300003,133.500000,133.074234,68847100
2021-04-22,133.039993,134.149994,131.410004,131.940002,131.519226,84566500
2021-04-23,132.160004,135.119995,132.160004,134.320007,133.891632,78657500
2021-04-26,134.830002,135.059998,133.559998,134.720001,134.290359,66905100
2021-04-27,135.009995,135.410004,134.110001,134.389999,133.961411,66015800
2021-04-28,134.309998,135.020004,133.080002,133.580002,133.153992,107760100
2021-04-29,136.470001,137.070007,132.449997,133.479996,133.054306,151101000
2021-04-30,131.779999,133.559998,131.070007,131.460007,131.040756,109839500
2021-05-03,132.039993,134.070007,131.830002,132.539993,132.117294,75135100
2021-05-04,131.190002,131.490005,126.699997,127.849998,127.442261,137564700
2021-05-05,129.199997,130.449997,127.970001,128.100006,127.691467,84000900
2021-05-06,127.889999,129.750000,127.129997,129.740005,129.326248,78128300
2021-05-07,130.850006,131.259995,129.479996,130.210007,130.015213,78973300
2021-05-10,129.410004,129.539993,126.809998,126.849998,126.660225,88071200
2021-05-11,123.500000,126.269997,122.769997,125.910004,125.721642,126142800
2021-05-12,123.400002,124.639999,122.250000,122.769997,122.586334,112172300
2021-05-13,124.580002,126.150002,124.260002,124.970001,124.783043,105861300
2021-05-14,126.250000,127.889999,125.849998,127.449997,127.259331,81918000
2021-05-17,126.820000,126.930000,125.169998,126.269997,126.081093,74244600
2021-05-18,126.559998,126.989998,124.779999,124.849998,124.663223,63342900
2021-05-19,123.160004,124.919998,122.860001,124.690002,124.503464,92612000
2021-05-20,125.230003,127.720001,125.099998,127.309998,127.119537,76857100
2021-05-21,127.820000,128.000000,125.209999,125.430000,125.242355,79295400
2021-05-24,126.010002,127.940002,125.940002,127.099998,126.909851,63092900
2021-05-25,127.820000,128.320007,126.320000,126.900002,126.710159,72009500
2021-05-26,126.959999,127.389999,126.419998,126.849998,126.660225,56575900
2021-05-27,126.440002,127.639999,125.080002,125.279999,125.092575,94625600
2021-05-28,125.570000,125.800003,124.550003,124.610001,124.423584,71311100
2021-06-01,125.080002,125.349998,123.940002,124.279999,124.094070,67637100
2021-06-02,124.279999,125.239998,124.050003,125.059998,124.872902,59278900
2021-06-03,124.680000,124.849998,123.129997,123.540001,123.355186,76229200
2021-06-04,124.070000,126.160004,123.849998,125.889999,125.701668,75169300
2021-06-07,126.169998,126.320000,124.830002,125.900002,125.711655,71057600
2021-06-08,126.599998,128.460007,126.209999,126.739998,126.550392,74403800
2021-06-09,127.209999,127.750000,126.519997,127.129997,126.939812,56877900
2021-06-10,127.019997,128.190002,125.940002,126.110001,125.921341,71186400
2021-06-11,126.529999,127.440002,126.099998,127.349998,127.159477,53522400
2021-06-14,127.820000,130.539993,127.070000,130.479996,130.284790,96906500
2021-06-15,129.940002,130.600006,129.389999,129.639999,129.446060,62746300
